               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 132,            0.021112,           0.0056328,          0.00063483,             0.15834,             0.79382,             0.88038,             0.90931,             0.67249,            0.023328,            0.012662,           0.0022101,             0.15766,          0.00087198,          0.00087198,          0.00087198
                 133,            0.020887,           0.0057537,          0.00060378,             0.15693,             0.98552,             0.67855,             0.82456,             0.62282,            0.026097,            0.017097,           0.0044488,             0.17127,          0.00087013,          0.00087013,          0.00087013
                 134,            0.020471,           0.0054757,          0.00048571,             0.15155,             0.17664,             0.13889,             0.16183,              0.1355,            0.059101,            0.042895,            0.068064,             0.22251,          0.00086827,          0.00086827,          0.00086827
                 135,            0.020934,           0.0059747,          0.00046452,             0.15035,             0.78485,             0.29967,             0.34749,             0.24361,            0.039839,            0.030973,            0.031603,             0.18642,           0.0008664,           0.0008664,           0.0008664
                 136,            0.020836,           0.0057977,          0.00055012,             0.14957,             0.86688,             0.93737,             0.95756,             0.67458,            0.019778,           0.0086128,          0.00045521,             0.14307,          0.00086452,          0.00086452,          0.00086452
                 137,             0.01986,           0.0051832,          0.00038765,              0.1485,             0.94248,                   1,             0.98679,             0.71625,            0.020621,           0.0080869,          0.00045339,             0.14061,          0.00086263,          0.00086263,          0.00086263
                 138,            0.020273,           0.0050846,          0.00078589,             0.14694,             0.92901,              0.8048,             0.90304,             0.64808,            0.022858,           0.0095411,           0.0013273,             0.15105,          0.00086073,          0.00086073,          0.00086073
                 139,            0.020387,           0.0053175,          0.00072241,              0.1478,             0.97668,             0.97152,             0.99375,             0.71961,            0.022898,           0.0082153,           0.0010435,             0.15041,          0.00085882,          0.00085882,          0.00085882
                 140,            0.019225,           0.0047907,          0.00048359,             0.14763,             0.93913,             0.96154,             0.98498,             0.74451,            0.020567,           0.0086096,          0.00058628,             0.15089,           0.0008569,           0.0008569,           0.0008569
                 141,            0.020365,           0.0053629,          0.00045358,             0.14585,             0.96965,             0.98078,               0.995,             0.76762,            0.020962,            0.007785,          0.00041044,             0.13921,          0.00085497,          0.00085497,          0.00085497
                 142,            0.019255,            0.005261,          0.00048321,              0.1453,             0.98383,             0.91735,             0.96919,             0.72482,            0.022454,            0.010888,           0.0014445,             0.14213,          0.00085303,          0.00085303,          0.00085303
                 143,            0.019648,           0.0052537,          0.00040337,             0.14609,              0.9509,             0.93329,             0.97144,             0.74421,            0.021707,           0.0085361,          0.00057784,             0.14326,          0.00085108,          0.00085108,          0.00085108
                 144,            0.020425,           0.0052325,           0.0003285,             0.14464,             0.97744,                   1,               0.995,             0.78799,            0.019174,           0.0067069,          0.00025142,             0.13828,          0.00084912,          0.00084912,          0.00084912
                 145,            0.020705,           0.0049957,          0.00032595,             0.14457,             0.96416,             0.96109,             0.98687,             0.76511,            0.022076,           0.0076649,          0.00027798,             0.14075,          0.00084714,          0.00084714,          0.00084714
                 146,            0.020786,           0.0050115,          0.00065652,              0.1413,             0.97703,             0.97853,             0.99267,              0.7256,            0.021112,           0.0075764,          0.00036363,             0.13669,          0.00084516,          0.00084516,          0.00084516
                 147,            0.020085,           0.0050468,          0.00038994,             0.14425,             0.98095,             0.95738,               0.995,             0.73431,            0.020709,           0.0079339,          0.00027676,             0.13515,          0.00084317,          0.00084317,          0.00084317
                 148,            0.019839,           0.0048838,          0.00046468,             0.14042,             0.97366,             0.99996,               0.995,             0.76524,            0.019387,           0.0076117,          0.00021542,             0.13304,          0.00084117,          0.00084117,          0.00084117
                 149,            0.019642,           0.0048081,          0.00031965,             0.14101,             0.98728,             0.97349,               0.995,             0.75389,            0.021878,            0.006878,          0.00019159,             0.13265,          0.00083916,          0.00083916,          0.00083916
                 150,            0.019037,           0.0045872,          0.00033913,             0.13886,             0.93769,             0.99989,             0.99273,             0.79118,            0.019626,           0.0065934,          0.00016646,              0.1334,          0.00083714,          0.00083714,          0.00083714
                 151,            0.018947,           0.0046249,          0.00029865,             0.14074,             0.96864,             0.99248,               0.995,              0.7648,            0.019801,           0.0067503,          0.00037032,             0.13578,          0.00083511,          0.00083511,          0.00083511
                 152,             0.01989,           0.0048488,          0.00049578,             0.13965,             0.97994,                   1,               0.995,             0.78174,            0.017879,           0.0065526,          0.00022255,             0.12975,          0.00083308,          0.00083308,          0.00083308
                 153,            0.019597,           0.0046575,          0.00041816,             0.13901,             0.94549,             0.96134,             0.99232,             0.75397,            0.020027,           0.0072847,          0.00038847,             0.13108,          0.00083103,          0.00083103,          0.00083103
                 154,            0.020989,           0.0047799,          0.00046411,              0.1374,             0.98858,                   1,               0.995,             0.73205,            0.019401,            0.006723,          0.00022884,             0.13022,          0.00082897,          0.00082897,          0.00082897
                 155,            0.020112,           0.0046997,          0.00034578,             0.13704,             0.97369,             0.99749,               0.995,             0.80259,            0.020597,           0.0070802,          0.00014441,             0.12847,          0.00082691,          0.00082691,          0.00082691
                 156,            0.020495,           0.0046955,          0.00022018,             0.13586,             0.90164,             0.98092,             0.98687,             0.76211,             0.02058,           0.0080693,          0.00030973,             0.13282,          0.00082483,          0.00082483,          0.00082483
                 157,            0.021818,            0.004828,          0.00031243,             0.13486,             0.99556,                   1,               0.995,             0.78447,            0.021826,           0.0066815,          0.00020431,             0.12863,          0.00082275,          0.00082275,          0.00082275
                 158,            0.021676,           0.0047129,          0.00032811,             0.13506,             0.98834,                   1,               0.995,             0.79243,            0.019887,            0.007263,          0.00022456,             0.12749,          0.00082066,          0.00082066,          0.00082066
                 159,            0.021842,           0.0049312,          0.00059245,             0.13303,             0.96523,                   1,               0.995,             0.75262,            0.021305,           0.0074401,          0.00023173,             0.12718,          0.00081856,          0.00081856,          0.00081856
                 160,            0.020209,           0.0046816,          0.00038683,              0.1328,             0.94603,              0.9471,               0.995,             0.74205,            0.020437,           0.0071166,          0.00029726,             0.12842,          0.00081645,          0.00081645,          0.00081645
                 161,            0.020534,           0.0047699,          0.00051588,             0.13168,             0.92139,             0.98062,               0.995,             0.76533,            0.020108,           0.0071167,          0.00032137,             0.12702,          0.00081433,          0.00081433,          0.00081433
                 162,            0.020488,           0.0048199,          0.00065258,               0.131,             0.69507,             0.47628,             0.59293,             0.42893,            0.042562,            0.035198,            0.014521,             0.17797,           0.0008122,           0.0008122,           0.0008122
                 163,            0.019724,           0.0043591,          0.00033564,             0.13171,             0.81507,             0.74481,               0.812,             0.52763,             0.03466,            0.021305,           0.0057325,              0.1522,          0.00081007,          0.00081007,          0.00081007
                 164,            0.020105,           0.0045265,          0.00030608,             0.13071,             0.98564,              0.9999,               0.995,             0.78773,             0.02122,           0.0065318,          0.00050243,             0.12423,          0.00080793,          0.00080793,          0.00080793
                 165,            0.021196,           0.0047993,          0.00078381,             0.12903,             0.97792,             0.98081,               0.995,             0.77828,             0.02261,           0.0066925,          0.00046742,             0.12477,          0.00080578,          0.00080578,          0.00080578
                 166,             0.02004,           0.0045778,          0.00037367,             0.13269,             0.91496,             0.98085,               0.995,             0.72704,            0.020353,           0.0067352,          0.00032923,              0.1264,          0.00080362,          0.00080362,          0.00080362
                 167,            0.021472,             0.00502,          0.00050752,             0.13109,             0.99599,             0.95271,             0.99088,             0.76259,            0.024633,           0.0077108,           0.0003711,              0.1235,          0.00080145,          0.00080145,          0.00080145
                 168,            0.021689,           0.0052616,          0.00044467,             0.13021,              0.8783,             0.92345,               0.979,             0.74731,            0.023316,           0.0089692,           0.0026946,             0.12273,          0.00079927,          0.00079927,          0.00079927
                 169,            0.021108,            0.005495,          0.00048924,             0.12723,             0.94342,             0.93842,               0.995,             0.78447,             0.02091,           0.0087719,           0.0013972,             0.12096,          0.00079709,          0.00079709,          0.00079709
                 170,            0.021684,           0.0052425,           0.0004407,             0.12846,             0.99021,             0.96713,             0.98813,             0.79471,            0.020994,           0.0074622,          0.00013035,             0.11816,           0.0007949,           0.0007949,           0.0007949
                 171,            0.021071,           0.0050769,          0.00042892,             0.12568,             0.93917,              0.9753,                0.98,              0.7047,            0.020042,           0.0075375,          0.00022944,             0.11827,           0.0007927,           0.0007927,           0.0007927
                 172,            0.020768,           0.0048229,          0.00080972,             0.12455,             0.78874,             0.75906,             0.85154,             0.60381,            0.034158,            0.014876,           0.0037267,              0.1271,           0.0007905,           0.0007905,           0.0007905
                 173,            0.020938,           0.0046548,          0.00041017,             0.12544,              0.2508,             0.13889,           0.0006083,          0.00036742,            0.067568,            0.052199,            0.096826,             0.20802,          0.00078828,          0.00078828,          0.00078828
                 174,            0.020899,            0.004735,          0.00086648,             0.12366,             0.98685,             0.82372,             0.90205,             0.70187,            0.025063,            0.010086,           0.0028696,             0.12335,          0.00078606,          0.00078606,          0.00078606
                 175,            0.021197,           0.0045955,          0.00049966,             0.12286,             0.95448,             0.98076,             0.99089,             0.77624,            0.021696,           0.0071306,          0.00070751,             0.11854,          0.00078383,          0.00078383,          0.00078383
                 176,             0.02077,           0.0046703,          0.00037463,              0.1216,             0.99252,             0.98283,               0.995,             0.74003,            0.020492,           0.0068858,          0.00020899,             0.11404,           0.0007816,           0.0007816,           0.0007816
                 177,            0.021623,           0.0049396,          0.00096155,             0.12126,             0.94946,             0.99397,               0.995,              0.7481,            0.021298,           0.0071842,          0.00034952,             0.11436,          0.00077935,          0.00077935,          0.00077935
                 178,            0.022174,           0.0049369,           0.0002879,             0.12039,             0.95977,             0.97302,              0.9855,             0.76998,            0.020706,           0.0075817,          0.00022496,             0.11485,           0.0007771,           0.0007771,           0.0007771
                 179,            0.020815,           0.0047456,          0.00056826,             0.11817,             0.93116,             0.98045,             0.99375,             0.75122,            0.021514,           0.0073615,          0.00030325,             0.10889,          0.00077485,          0.00077485,          0.00077485
                 180,            0.022357,           0.0050263,          0.00059215,             0.11801,             0.97829,             0.94186,             0.99375,             0.75844,             0.01984,           0.0073451,          0.00054999,             0.10939,          0.00077258,          0.00077258,          0.00077258
                 181,            0.021168,            0.004973,           0.0013793,             0.11688,             0.98274,             0.98473,               0.995,             0.75601,             0.02246,           0.0072304,          0.00085403,             0.10933,          0.00077031,          0.00077031,          0.00077031
                 182,            0.021772,           0.0048892,           0.0013071,             0.11703,             0.91382,              0.9981,               0.985,             0.74983,            0.024009,           0.0078288,           0.0027063,              0.1123,          0.00076803,          0.00076803,          0.00076803
                 183,            0.021604,           0.0047282,          0.00090561,             0.11888,             0.97672,             0.99709,               0.995,             0.74642,            0.022788,            0.007196,          0.00036881,             0.11407,          0.00076575,          0.00076575,          0.00076575
                 184,            0.021455,           0.0050328,           0.0016626,             0.11822,             0.95694,             0.94559,             0.97712,             0.71927,             0.02242,           0.0068931,           0.0021426,             0.10948,          0.00076346,          0.00076346,          0.00076346
                 185,            0.021848,           0.0047328,          0.00082986,             0.11799,             0.90598,             0.96163,             0.99375,             0.69604,            0.026167,           0.0085522,           0.0018672,             0.11245,          0.00076116,          0.00076116,          0.00076116
                 186,            0.020874,           0.0051395,          0.00067015,             0.11611,             0.93079,             0.88462,             0.96723,             0.73242,            0.024621,           0.0094724,           0.0030159,             0.11554,          0.00075886,          0.00075886,          0.00075886
                 187,            0.021995,           0.0054909,           0.0010706,             0.11578,              0.4704,             0.52176,             0.49084,             0.32915,            0.046642,            0.033175,            0.035898,             0.15776,          0.00075655,          0.00075655,          0.00075655
                 188,            0.022178,           0.0053288,          0.00096653,             0.11787,             0.33157,            0.073398,             0.17566,             0.12762,             0.05307,            0.045751,            0.055034,             0.18909,          0.00075423,          0.00075423,          0.00075423
                 189,            0.020954,           0.0048739,          0.00035651,             0.11441,             0.27042,            0.027233,           0.0024995,          0.00024995,            0.078581,            0.037868,             0.16695,             0.26107,          0.00075191,          0.00075191,          0.00075191
                 190,            0.022483,           0.0047857,          0.00049615,             0.11456,            0.055018,            0.055556,            0.027852,           0.0039312,            0.070391,            0.039711,             0.12604,             0.24879,          0.00074958,          0.00074958,          0.00074958
                 191,            0.023253,           0.0052938,          0.00072435,             0.11419,             0.39398,               0.125,             0.21791,             0.15976,            0.050641,             0.03709,            0.044235,              0.1928,          0.00074725,          0.00074725,          0.00074725
                 192,            0.023474,           0.0050262,          0.00083731,              0.1101,             0.98991,             0.92637,             0.99375,             0.73966,            0.021076,           0.0075216,          0.00028858,             0.10374,          0.00074491,          0.00074491,          0.00074491
                 193,              0.0251,           0.0051293,          0.00076663,             0.11126,             0.98066,             0.98621,               0.995,             0.73141,            0.021532,           0.0064215,          0.00027426,             0.10284,          0.00074256,          0.00074256,          0.00074256
                 194,            0.022257,           0.0047955,          0.00077685,              0.1096,             0.96857,             0.99984,             0.99375,              0.8018,            0.021667,           0.0065662,          0.00041256,              0.1012,          0.00074021,          0.00074021,          0.00074021
                 195,            0.021286,           0.0046557,          0.00048104,             0.10822,             0.89528,             0.74071,               0.831,             0.64706,            0.027699,            0.014175,           0.0020195,              0.1113,          0.00073786,          0.00073786,          0.00073786
                 196,            0.021475,           0.0047347,          0.00036134,              0.1093,             0.90838,             0.89829,             0.93884,             0.79317,            0.022074,            0.009733,          0.00070771,             0.10477,           0.0007355,           0.0007355,           0.0007355
                 197,            0.020857,           0.0047307,          0.00031579,             0.10673,             0.98906,                   1,               0.995,             0.82867,            0.022226,            0.006843,          0.00037519,             0.10048,          0.00073313,          0.00073313,          0.00073313
                 198,            0.020908,           0.0048302,          0.00033219,              0.1073,             0.99137,             0.98077,             0.99375,             0.79207,            0.021652,           0.0061368,          0.00024675,             0.10027,          0.00073076,          0.00073076,          0.00073076
                 199,            0.019496,           0.0049005,          0.00039206,             0.10716,             0.98563,             0.99959,               0.995,             0.79592,            0.020548,           0.0065165,          0.00017048,             0.09587,          0.00072838,          0.00072838,          0.00072838
                 200,            0.019608,            0.004458,          0.00021077,             0.10723,             0.98453,                   1,               0.995,             0.77351,            0.020782,           0.0060975,           0.0001738,             0.10053,          0.00072599,          0.00072599,          0.00072599
                 201,            0.020168,           0.0046773,          0.00066305,             0.10606,             0.98552,             0.99991,               0.995,             0.77633,            0.022002,           0.0060882,          0.00026414,            0.097607,          0.00072361,          0.00072361,          0.00072361
                 202,            0.020605,           0.0043921,          0.00038693,             0.10576,              0.9539,                   1,               0.995,             0.77983,            0.021313,           0.0064526,          0.00028435,            0.098063,          0.00072121,          0.00072121,          0.00072121
                 203,             0.02028,             0.00432,          0.00032167,             0.10618,                0.25,            0.055556,             0.15277,              0.1183,            0.060466,            0.040564,            0.045731,             0.19908,          0.00071882,          0.00071882,          0.00071882
                 204,            0.021768,           0.0045976,          0.00032254,             0.10683,                   0,                   0,                   0,                   0,            0.063767,            0.041912,            0.057456,             0.22267,          0.00071641,          0.00071641,          0.00071641
                 205,            0.021716,           0.0047242,          0.00044636,             0.10677,             0.36569,             0.24585,             0.27704,             0.20363,            0.045901,            0.036002,            0.036161,             0.16122,          0.00071401,          0.00071401,          0.00071401
                 206,            0.021427,           0.0047167,          0.00039808,             0.10592,             0.89707,             0.56131,             0.60779,             0.37623,             0.03652,            0.024867,            0.014306,              0.1227,           0.0007116,           0.0007116,           0.0007116
                 207,            0.020696,           0.0046307,          0.00041735,             0.10283,                0.25,            0.027778,             0.13889,             0.11111,             0.06335,            0.043627,            0.063894,             0.19365,          0.00070918,          0.00070918,          0.00070918
                 208,            0.021443,            0.004588,          0.00037555,             0.10285,                   0,                   0,                   0,                   0,            0.063207,             0.04483,            0.056849,             0.19505,          0.00070676,          0.00070676,          0.00070676
                 209,            0.021515,           0.0044595,          0.00047992,             0.10208,             0.97424,             0.92302,             0.96473,             0.75033,            0.021778,           0.0074836,          0.00070675,            0.095539,          0.00070434,          0.00070434,          0.00070434
                 210,             0.02079,           0.0045037,          0.00054029,             0.10415,             0.99119,             0.96527,               0.995,             0.77909,             0.02233,           0.0065507,          0.00044232,            0.094156,          0.00070191,          0.00070191,          0.00070191
                 211,            0.020467,            0.004367,          0.00095367,             0.10259,             0.71174,             0.76404,             0.78944,             0.57929,            0.028597,            0.014955,           0.0043524,             0.11418,          0.00069948,          0.00069948,          0.00069948
                 212,            0.019904,           0.0045452,          0.00045241,              0.1026,              0.9844,             0.99995,               0.995,             0.82099,            0.020484,           0.0064625,          0.00035888,            0.094565,          0.00069704,          0.00069704,          0.00069704
                 213,            0.019817,           0.0045248,          0.00042383,             0.10207,             0.97239,             0.99993,               0.995,             0.82139,            0.021064,           0.0062285,          0.00017526,            0.093735,           0.0006946,           0.0006946,           0.0006946
                 214,            0.020129,           0.0045875,          0.00032974,             0.10146,             0.97792,             0.99988,               0.995,             0.80352,            0.021709,           0.0059793,          0.00014968,            0.096179,          0.00069216,          0.00069216,          0.00069216
                 215,            0.018819,           0.0043672,          0.00025106,             0.10228,             0.94939,             0.96238,               0.995,              0.8123,            0.021486,           0.0063673,          0.00022665,            0.093449,          0.00068971,          0.00068971,          0.00068971
                 216,            0.020228,           0.0043442,          0.00029504,             0.10118,             0.96946,             0.98082,               0.995,             0.81976,            0.020876,           0.0063209,          0.00024917,            0.093159,          0.00068726,          0.00068726,          0.00068726
                 217,            0.019441,            0.004245,          0.00034058,             0.10197,             0.94844,              0.9868,               0.995,             0.81125,            0.020814,             0.00695,          0.00020949,            0.093641,           0.0006848,           0.0006848,           0.0006848
                 218,            0.019132,            0.004384,          0.00023763,             0.10184,             0.98096,             0.95698,               0.995,             0.76785,            0.023709,           0.0070034,          0.00017759,            0.093805,          0.00068235,          0.00068235,          0.00068235
                 219,            0.019815,           0.0044527,          0.00044999,             0.10408,             0.91292,             0.98077,               0.995,             0.76838,            0.022109,           0.0070172,          0.00042861,            0.096245,          0.00067988,          0.00067988,          0.00067988
                 220,            0.019665,           0.0045311,           0.0004753,             0.10055,             0.86832,             0.89514,             0.97286,             0.74137,            0.024973,           0.0092551,           0.0005837,            0.096897,          0.00067742,          0.00067742,          0.00067742
                 221,            0.019984,           0.0044751,          0.00042604,             0.10393,              0.4253,             0.38996,             0.45764,              0.3167,            0.042958,            0.032731,            0.029916,             0.14751,          0.00067495,          0.00067495,          0.00067495
                 222,            0.020803,           0.0044873,          0.00043177,             0.10332,             0.92897,                   1,               0.995,             0.79333,            0.021158,           0.0063817,          0.00052946,            0.093321,          0.00067248,          0.00067248,          0.00067248
                 223,            0.020015,             0.00449,          0.00052903,             0.10019,             0.96755,              0.9808,               0.995,             0.83042,            0.019695,            0.006379,          0.00051817,            0.091506,          0.00067001,          0.00067001,          0.00067001
                 224,            0.020478,           0.0044076,          0.00046746,             0.10026,             0.98412,             0.96157,               0.995,             0.76238,            0.020487,           0.0060568,          0.00014383,            0.094403,          0.00066753,          0.00066753,          0.00066753
                 225,            0.021114,           0.0043459,          0.00028205,            0.099753,             0.97976,             0.98058,             0.99375,             0.84161,            0.020231,           0.0057889,          0.00012437,            0.092966,          0.00066505,          0.00066505,          0.00066505
                 226,            0.019737,           0.0044035,          0.00043862,            0.099178,             0.98605,             0.96592,             0.99375,             0.80561,            0.019296,           0.0061869,           0.0001691,            0.094463,          0.00066257,          0.00066257,          0.00066257
                 227,            0.019434,           0.0041576,          0.00045555,            0.099822,             0.99193,             0.95953,             0.99232,             0.71979,            0.020983,           0.0062779,          0.00016004,             0.09639,          0.00066009,          0.00066009,          0.00066009
                 228,            0.018232,           0.0041434,          0.00021295,            0.099175,             0.94427,                   1,             0.98052,             0.80752,            0.018813,           0.0058996,          0.00022114,             0.10397,           0.0006576,           0.0006576,           0.0006576
                 229,            0.018575,            0.004128,          0.00016552,              0.1016,             0.96611,                   1,             0.98679,             0.79599,            0.019099,           0.0058031,          0.00018629,            0.096815,          0.00065512,          0.00065512,          0.00065512
                 230,             0.02004,           0.0041529,          0.00025774,            0.099358,             0.97617,             0.99985,               0.995,              0.7661,            0.020193,           0.0061401,          0.00017385,            0.094823,          0.00065263,          0.00065263,          0.00065263
                 231,            0.019369,           0.0041601,          0.00024949,            0.098817,              0.9692,                   1,               0.995,              0.7949,            0.019398,           0.0058755,           0.0001243,            0.093599,          0.00065013,          0.00065013,          0.00065013
                 232,            0.020529,           0.0043319,          0.00018011,             0.10026,             0.94496,                   1,               0.995,             0.79053,            0.020347,           0.0061854,          0.00013654,            0.094955,          0.00064764,          0.00064764,          0.00064764
                 233,            0.019423,           0.0042664,          0.00022815,             0.10107,             0.97434,             0.98081,               0.995,             0.75105,            0.020704,           0.0062893,           0.0001869,            0.097686,          0.00064514,          0.00064514,          0.00064514
                 234,            0.020724,            0.004261,          0.00023644,            0.099163,             0.98167,             0.99999,               0.995,             0.75916,            0.020571,           0.0059686,          0.00012502,            0.094217,          0.00064264,          0.00064264,          0.00064264
                 235,            0.019882,           0.0043811,          0.00033453,            0.098727,             0.98856,             0.98885,               0.995,             0.80799,            0.019591,           0.0061194,          0.00015581,            0.091855,          0.00064014,          0.00064014,          0.00064014
                 236,            0.020704,           0.0044105,          0.00041214,            0.097415,             0.98093,             0.99371,               0.995,             0.81947,             0.01934,           0.0071448,          0.00039936,            0.090477,          0.00063764,          0.00063764,          0.00063764
                 237,             0.01952,           0.0042929,          0.00043669,            0.099608,             0.97166,              0.9424,               0.995,             0.83157,            0.018376,           0.0062634,           0.0004894,            0.092361,          0.00063514,          0.00063514,          0.00063514
                 238,            0.018922,           0.0041373,          0.00037456,            0.096976,             0.98905,             0.96158,               0.995,              0.8311,            0.019271,           0.0059985,          0.00025084,            0.091349,          0.00063264,          0.00063264,          0.00063264
                 239,            0.018985,           0.0041881,           0.0002011,            0.097123,              0.9946,             0.94234,             0.98739,             0.80487,            0.021155,           0.0064999,          0.00064873,             0.09255,          0.00063013,          0.00063013,          0.00063013
                 240,            0.018793,           0.0040583,          0.00027052,            0.096306,              0.9394,             0.91565,             0.96363,             0.69707,            0.025982,           0.0097153,           0.0025372,            0.097163,          0.00062762,          0.00062762,          0.00062762
                 241,            0.018635,           0.0042203,          0.00022152,            0.098024,             0.97169,             0.94231,             0.98387,             0.80479,            0.019713,           0.0069784,          0.00074757,            0.093181,          0.00062512,          0.00062512,          0.00062512
                 242,            0.018958,           0.0040877,          0.00018622,            0.098164,             0.97543,                   1,               0.995,             0.81493,            0.020257,           0.0058851,           0.0001093,            0.091865,          0.00062261,          0.00062261,          0.00062261
                 243,            0.019089,           0.0042949,          0.00029206,            0.097902,             0.97971,             0.98078,               0.995,             0.85677,              0.0186,           0.0058143,          0.00011269,             0.08811,           0.0006201,           0.0006201,           0.0006201
                 244,              0.0183,           0.0039974,          0.00020144,            0.097432,             0.95955,                   1,               0.995,             0.80014,            0.019427,           0.0058361,          9.9284e-05,            0.090176,          0.00061759,          0.00061759,          0.00061759
                 245,            0.018422,           0.0039782,          0.00024197,            0.093467,             0.97883,             0.98081,               0.995,             0.82843,            0.019287,           0.0060034,          9.8502e-05,            0.091727,          0.00061508,          0.00061508,          0.00061508
                 246,            0.017978,            0.003847,          0.00021922,            0.096524,             0.95798,             0.95632,             0.98602,             0.79551,            0.019639,           0.0066145,          0.00027746,            0.088655,          0.00061256,          0.00061256,          0.00061256
                 247,            0.017481,           0.0038774,          0.00024664,            0.095331,             0.96846,             0.94234,             0.99375,             0.80643,            0.019552,           0.0062784,          0.00025158,            0.087589,          0.00061005,          0.00061005,          0.00061005
                 248,            0.018135,            0.004038,          0.00016498,            0.094506,             0.95475,                   1,               0.995,             0.82265,            0.018494,           0.0057451,           0.0001213,            0.086876,          0.00060754,          0.00060754,          0.00060754
                 249,            0.017716,           0.0039114,          0.00020329,            0.093548,             0.95989,                   1,               0.995,             0.80501,             0.01909,           0.0059674,          0.00012095,            0.088514,          0.00060503,          0.00060503,          0.00060503
                 250,            0.017852,           0.0040618,           0.0001691,            0.095902,             0.97701,             0.98077,               0.995,             0.83826,            0.018266,           0.0057807,          0.00013439,            0.085938,          0.00060251,          0.00060251,          0.00060251
                 251,            0.017915,           0.0040668,          0.00022924,            0.094499,             0.95819,             0.98083,               0.995,             0.84583,            0.019184,           0.0065017,          0.00018725,            0.084864,              0.0006,              0.0006,              0.0006
                 252,            0.018176,           0.0040135,          0.00023412,            0.094275,             0.95038,             0.99986,             0.98964,             0.81734,            0.018661,            0.006934,          0.00019055,            0.085209,          0.00059749,          0.00059749,          0.00059749
                 253,             0.01828,           0.0040459,          0.00026884,            0.092439,               0.976,             0.99997,               0.995,             0.82747,            0.018072,           0.0057614,          0.00014148,            0.086163,          0.00059497,          0.00059497,          0.00059497
                 254,            0.018406,           0.0040026,          0.00015195,            0.093595,              0.9524,             0.99988,               0.995,             0.81686,            0.018118,           0.0057984,          0.00013549,             0.08839,          0.00059246,          0.00059246,          0.00059246
                 255,            0.018847,           0.0040471,          0.00023551,            0.094285,             0.98049,             0.96158,             0.99375,              0.7539,            0.022373,           0.0061166,          0.00017437,            0.087714,          0.00058995,          0.00058995,          0.00058995
                 256,            0.018936,           0.0040312,          0.00029258,            0.095215,             0.96521,             0.99997,               0.995,             0.81528,            0.017431,           0.0055029,          0.00019034,            0.090037,          0.00058744,          0.00058744,          0.00058744
                 257,            0.018179,           0.0040873,           0.0003697,            0.094998,             0.96919,             0.99996,               0.995,             0.82593,            0.017525,           0.0056137,          0.00013423,            0.088048,          0.00058492,          0.00058492,          0.00058492
                 258,            0.018703,           0.0043907,           0.0004454,            0.098682,             0.98155,             0.98434,               0.995,              0.8417,             0.01752,           0.0057682,          0.00016205,            0.085913,          0.00058241,          0.00058241,          0.00058241
                 259,            0.017626,           0.0040296,          0.00019692,            0.093475,             0.93859,              0.9807,             0.98964,             0.83547,            0.018769,            0.006169,          0.00016501,            0.087593,           0.0005799,           0.0005799,           0.0005799
                 260,            0.018164,           0.0041926,          0.00017956,            0.096568,             0.96916,             0.96162,               0.995,             0.83162,            0.018365,           0.0060624,          0.00016448,            0.089457,          0.00057739,          0.00057739,          0.00057739
                 261,            0.017048,           0.0039653,          0.00019499,            0.097253,             0.94829,                   1,               0.995,             0.80015,            0.019704,           0.0058803,          0.00013169,            0.085749,          0.00057488,          0.00057488,          0.00057488
                 262,            0.017085,           0.0040014,          0.00024874,             0.09456,              0.9853,             0.98081,               0.995,             0.83929,            0.017883,           0.0056708,          0.00011115,            0.086184,          0.00057238,          0.00057238,          0.00057238
                 263,            0.017669,           0.0038024,          0.00045339,            0.093818,              0.6397,             0.73068,             0.76194,             0.37646,            0.037641,            0.022564,           0.0046151,              0.1077,          0.00056987,          0.00056987,          0.00056987
                 264,            0.018394,           0.0039497,          0.00018439,            0.092241,                0.25,             0.13889,             0.19444,             0.14888,            0.052479,            0.040928,            0.020892,             0.15969,          0.00056736,          0.00056736,          0.00056736
                 265,            0.018305,           0.0040314,          0.00016007,            0.094102,             0.41421,             0.16389,             0.26578,             0.21373,            0.049857,            0.042793,            0.023409,             0.16585,          0.00056486,          0.00056486,          0.00056486
                 266,            0.018222,           0.0041132,           0.0001689,            0.093201,             0.81663,             0.53455,             0.68021,             0.40052,            0.038123,            0.026122,            0.014683,             0.11522,          0.00056236,          0.00056236,          0.00056236
                 267,            0.017787,           0.0039086,          0.00034303,            0.091906,             0.93946,             0.94282,               0.985,             0.82264,            0.018684,           0.0063082,          0.00025457,            0.088246,          0.00055986,          0.00055986,          0.00055986
                 268,            0.018126,           0.0038816,          0.00020506,            0.091621,             0.93641,             0.99986,             0.98964,             0.82251,            0.018512,            0.005657,          0.00011024,            0.086568,          0.00055736,          0.00055736,          0.00055736
                 269,            0.018407,            0.004189,          0.00019381,            0.094796,             0.95638,             0.99994,               0.995,             0.84749,            0.017139,           0.0057327,          9.4645e-05,            0.085269,          0.00055486,          0.00055486,          0.00055486
                 270,            0.018275,           0.0038707,          0.00015153,            0.091397,             0.97367,             0.99989,               0.995,             0.82661,            0.018234,           0.0058279,          0.00010407,            0.083763,          0.00055236,          0.00055236,          0.00055236
